zcr,spectral_c,rolloff,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
28445,1373.6283722587973,3070.4965401138343,-178.47949,130.10803,12.076066,47.04983,2.611667,24.099432,-4.625374,22.778528,-10.929766,13.5343075,-6.806915,8.726394,-6.0959067,4.0816507,-5.155068,7.86254,-5.255989,3.9590065,-3.1323974,-4.381459,country
91071,2926.5329170109344,6177.674360999856,-24.671667,62.440266,-7.7540884,28.432596,10.997148,5.551389,-0.086744264,13.74509,2.8998163,9.909151,0.85377365,5.9520783,-1.2259914,3.063908,0.9304638,2.0537753,3.0044217,2.9725463,-0.18527688,3.6413603,country
44791,1823.2405420223326,4016.0006706786544,-237.93953,97.7333,6.486745,45.971268,2.1488123,16.21856,8.811721,7.763634,-0.5899206,4.483779,0.14919895,3.0199268,-1.6625808,-5.413756,-2.8238852,-3.056329,-0.49918562,-0.105470166,-3.8538585,-2.6616335,country
30270,1044.7200864298254,1947.6307596795243,-209.33365,167.1017,-20.841473,36.802998,10.272971,3.9958642,-5.6698804,-4.6257887,-6.2444205,-4.1741776,-6.6804767,-3.2626216,-7.9688377,-4.0620704,-4.9921985,-4.5038943,-4.003857,-6.3972435,-5.915193,-8.175333,country
140751,3760.408113295342,7442.153116389936,-89.70954,36.28278,11.465646,37.4974,9.179834,3.7314453,2.8276622,6.81722,1.4637537,0.09840066,1.0316733,1.1726795,-3.5680354,-2.089673,1.715117,-1.3649409,-4.377178,-2.600144,-3.5321813,-4.231365,country
63531,2634.2236070027966,5808.127730296549,-111.62214,82.249146,13.051351,31.925335,23.684826,-0.5329459,12.033109,3.6621604,-5.7393713,3.3419154,1.4315193,0.7713819,0.54974717,-1.1433071,-1.7450073,0.5581425,-2.3293762,-4.6182427,-0.6183298,-4.9373837,country
33089,1144.8885615491697,2223.7570353284514,-302.41068,150.1164,-3.7138386,26.95196,-0.26141748,13.506062,7.233895,4.227106,1.7578514,6.5712256,-0.5007282,7.9061255,1.3247036,0.4774177,0.087967664,-3.1984913,-1.8258468,0.8787182,0.57832634,-3.156568,country
23496,1495.5580555935935,3053.293292760296,-353.09116,110.67462,32.743443,24.189941,18.754097,5.9265885,-1.7344856,3.8793368,-2.979119,-1.9010768,-2.8730128,-0.9832502,-6.486425,-4.2474575,-3.7497628,-6.016767,-7.187651,-2.5127833,-4.0373755,-3.4209433,country
34818,1535.4059360676954,3510.470007522477,-185.06339,120.51211,29.720224,56.37222,-3.0282547,22.213936,-10.350044,20.053122,-13.679165,9.170145,-6.4301715,3.3002465,-8.73294,5.0033126,-9.221929,3.7827628,-10.196797,5.906748,-4.4166937,1.5806315,country
43773,1622.809613774545,3527.1653177566704,-121.959,123.24601,-8.496771,51.599014,-0.10669121,20.418154,-11.878725,16.262133,-11.52881,11.832639,-8.090615,9.130125,-8.650755,5.554146,-5.71355,3.9488196,-5.4610395,4.971839,-3.0476742,-3.32546,country
66982,2102.2901763219265,4417.928815164588,-74.15763,107.61035,-21.188368,47.216305,-5.984584,17.79499,-20.406624,14.9786215,-15.971436,15.732458,-14.664344,10.680037,-10.130847,4.451704,-7.6493077,6.928254,-9.016342,4.1718884,-3.7496874,-3.5898669,country
23505,1115.6797011223894,2347.685365610499,-265.2709,138.86661,6.1286917,47.477867,-2.3875468,21.051249,4.090744,17.65029,-12.018803,15.490483,-1.1288179,7.8953543,0.5013677,-0.22529441,-3.8683393,4.057454,-3.1072853,3.006671,-1.3925425,-1.4885428,country
88132,2777.488240661974,5622.539164461282,-61.222664,71.25142,-17.037924,17.114265,5.0512624,-4.2119603,-1.6805955,1.1818885,-0.8543822,4.967768,-1.7029345,4.8418956,-0.1602424,-2.081926,-0.27359876,-5.322599,0.23067093,-0.09922004,-3.9456043,-0.92258465,country
52340,1780.2063536518062,3875.043956641531,-143.05974,121.874374,-13.355456,47.767853,-12.669739,23.367556,-11.0091715,18.85914,-13.707747,15.945983,-11.358796,10.289537,-6.009821,2.7351432,-9.286382,4.5098677,-8.319018,4.52536,-6.0326624,-2.349008,country
70452,2449.753677616513,5042.957930775087,-102.86875,85.338524,-4.320379,30.584402,3.014872,-1.9487438,4.437098,3.413979,-4.2582784,-1.7707374,-3.9678407,-1.357331,-3.7603476,-5.1723924,-2.8900797,-0.26617253,-7.4162846,-4.097761,-3.4465065,-10.108175,country
42453,1667.5169602192075,3439.733518525232,-141.01443,123.921104,-2.5103796,27.954958,-0.004282374,1.2101256,-11.015174,-1.3653064,-7.0197535,-6.1295595,-5.1838574,-2.1625636,-4.5987415,-2.3517382,-1.194495,-3.968197,-4.2295647,-7.809358,-1.6702604,-1.0921724,country
45103,1719.471451804851,3449.9672024543215,-195.07317,114.25745,0.041475397,38.20062,11.286058,-6.0460644,1.228559,0.0147774,-15.4136305,-3.5779057,-6.1284695,-4.5047817,-0.124256626,-4.393803,-9.421525,-10.715926,-6.5454497,-10.0430355,-7.268236,-4.0165167,country
59200,2049.2462808474193,4434.515876504495,-101.02087,111.61904,-13.149067,44.606808,-5.94553,29.338867,-7.9442205,19.591711,-22.431093,17.265936,-17.816374,11.403573,-12.458793,1.6445947,-8.516321,2.725518,-7.2944236,4.8751426,-1.2057087,-1.2987938,country
44548,1561.0425269435516,3175.33143081134,-148.36998,126.86573,-19.571285,52.876766,8.581605,17.882395,-8.099402,17.780605,-15.515441,13.506864,-10.96457,9.469388,-1.9210474,1.8825272,-2.6670923,3.3894467,-3.5160546,2.1107843,2.0909731,-0.110573515,country
71218,2798.065625963337,6221.38434516059,-23.104954,70.25588,3.8055308,28.323957,13.754286,5.728135,3.973779,7.4728084,2.6279068,8.490234,-2.320208,2.0890799,-3.3720124,5.1379585,-0.18774131,0.37143642,0.6120878,4.0621276,0.9079194,4.0931935,country
45159,1537.7806405042602,3055.5581927022913,-213.623,117.20727,-21.871634,45.657173,-10.280004,5.0579906,-11.914002,5.5748677,-17.799599,0.18725954,-14.170548,-1.1572179,-10.304958,-4.0669403,-6.6386614,-5.423801,-9.721564,-3.2093647,-4.4566817,-9.15581,country
63337,2068.8697962895244,4098.677845399507,-131.1577,102.98625,-11.529913,17.738117,16.948603,4.4418244,1.2972012,3.413476,-1.5013238,1.6068558,-7.989871,-0.8298969,-8.8802805,-3.8431878,-4.493553,-8.938275,-6.387143,-1.5204933,-5.404016,-8.042571,country
80337,2335.0896331583326,4839.225184889791,-50.79226,96.71365,-24.32533,66.08503,-14.700228,24.393627,-21.02959,12.470781,-18.150887,13.260366,-12.813222,9.8000765,-11.347795,4.9309936,-7.8565717,5.7467947,-10.30359,3.7309506,-3.2364693,0.38962877,country
30333,963.6542369667937,1754.931074173434,-229.05678,180.33003,4.537212,24.171106,1.0911436,4.0153756,-6.006487,1.9028653,-13.129048,0.01598583,-13.5007715,1.5909431,-13.4221525,-5.68734,-7.6039324,-9.792611,-3.785126,-4.794852,-4.7134557,-2.959753,country
71798,2271.851928717389,4957.865973027842,-84.68879,100.96957,-16.019012,51.744453,-17.08682,22.575502,-20.29776,18.909782,-19.486067,15.338605,-17.739527,8.58395,-15.003451,6.4331317,-10.280581,3.279852,-9.553055,4.0553546,-5.586521,-0.70463467,country
50740,1861.4546089152097,3769.3680553037993,-197.70268,106.49648,-4.4335303,37.656395,-0.86536086,-0.9621034,-3.4531171,-0.04980563,-9.302802,-5.177724,-4.2500987,-3.5460408,-1.3531576,-7.124852,-1.6266911,-2.4774737,-5.0505986,0.29088062,1.0706692,-1.6446807,country
56270,1827.8001724199707,3647.521434527262,-339.64667,97.738594,-9.763497,50.972683,7.8148556,11.721101,0.6739249,2.4926817,-4.7740016,0.2095192,-5.979657,-2.9014666,-6.1582875,-1.8433899,-5.3552957,-8.310177,-10.716725,-7.7242303,-3.43076,-6.958146,country
65570,1701.9620057853401,3244.6606841828598,-102.48181,135.68375,-46.884445,32.738888,-11.159096,23.469543,-9.779007,16.897072,-11.684482,13.215306,-7.1829667,4.7462153,-8.193246,2.5920875,-2.9957347,6.7960835,-2.0677762,3.2836192,0.2703117,-4.220294,country
58197,1513.0709549777368,2922.4536869199537,-118.21476,152.95572,-46.51243,31.121635,-17.298687,6.282562,-3.6962414,13.058594,-13.142221,15.704863,-13.088502,5.7085404,-10.694908,1.0137243,-6.701207,2.588542,-9.805691,0.15128005,-3.4621062,-7.41515,country
42395,1939.8088632523286,4126.805904237964,-148.98796,107.2436,11.189903,26.696136,11.397693,-3.8045828,14.0203285,-5.876819,-11.0484915,2.7971046,-8.450597,3.1810462,-0.7678391,-12.403871,-6.292442,-3.3005712,-8.160136,-6.577002,-3.674575,-2.9715986,country
33293,1131.0769032518176,2216.987316016531,-229.49329,157.29971,-16.750404,31.881748,-0.10805422,16.648754,1.357668,12.212551,-3.8637102,6.8358235,-4.267376,1.3341367,-5.9014387,-4.022869,-5.254188,-4.5474105,-6.798797,-4.4025044,-4.1719646,-6.34093,country
36307,1270.3012271297193,2498.1929628589037,-194.23512,151.79347,-3.0450041,29.494707,9.111862,5.9693475,3.7879229,3.7599015,-5.853435,1.5923065,-3.765781,0.94019234,1.9712703,-2.2243292,3.352178,3.7439473,-1.1339499,2.2293499,3.3601303,-4.146596,country
69168,2321.887949121375,4580.651883791328,-120.41707,95.35442,-6.02527,25.163818,20.953634,-7.1270046,8.549671,2.4336689,-14.656025,9.28693,-2.3609252,-3.1556685,0.61143744,-4.418287,-7.454242,-0.4465656,-3.5862525,-5.0221786,-2.5233455,-4.75625,country
42896,1563.3792652109507,3233.794160564095,-193.73314,125.576965,-20.945105,46.33686,-2.6908514,12.840516,-6.6026425,10.736069,-10.91958,6.1234164,-9.4414,5.1659884,-3.6614418,0.33287773,-8.011832,0.40246382,-6.5251393,1.1832982,0.7274877,-5.201875,country
39654,1474.2739873205333,2925.9676125652554,-169.22511,132.78679,-13.487546,31.186213,6.34047,-3.7556646,-2.0590017,-3.6253169,-4.56124,1.2809826,-6.97704,-7.2528353,-1.3950256,-9.511089,-5.424648,-1.9138144,-7.1670804,-1.426746,0.16021515,-4.110891,country
35931,1214.2001322331173,2274.317595798289,-171.242,160.48726,-17.805805,30.491003,7.5109696,-8.247462,-5.667516,0.13154972,-8.835052,-2.655703,0.7119977,-3.7818263,-6.502074,3.7801,-5.4355664,-3.0836105,-6.254925,-1.9367636,-0.83901155,-1.439849,country
70286,2253.4147942762393,4799.531148038718,-68.574776,101.349686,-16.8994,51.507854,-10.240494,20.057522,-21.787128,15.519601,-18.788992,16.34265,-17.896717,12.110843,-13.195823,3.8828964,-8.877574,5.0218263,-9.8212,6.5356474,-4.5066094,-1.8112191,country
23430,858.1117095303256,1446.105305611949,-328.71906,167.03047,13.017286,28.825632,11.25177,14.431291,11.699713,7.8014154,-11.720729,2.3800797,-8.350321,-3.8527913,-6.7398524,-5.7612166,-8.242394,-4.5422,-1.0535564,-4.6027017,-2.8594978,-2.230309,country
40903,1425.279703902191,2981.1912023274363,-139.56085,128.79108,-20.232744,49.427704,-2.163364,16.994394,-8.339966,9.827166,-20.141237,2.5050972,-11.247482,3.7663162,-6.4156575,-3.338471,-2.8918989,1.9810771,-4.188349,1.3808455,2.442315,-3.6160343,country
75352,2187.1340254374145,4840.865571980134,-60.91825,105.47954,-16.908377,40.71572,-15.026839,36.03335,-12.812083,17.487259,-16.741238,11.763029,-10.137154,13.196802,-12.209422,2.3499122,-12.19226,6.4409456,-1.7899201,6.3283567,-1.331766,-2.7994835,country
39303,1553.0252622823375,3167.3210126341355,-204.6437,121.91709,-17.759083,46.32515,-1.8045663,17.01744,-14.691548,14.671547,-19.392052,10.927665,-13.47539,1.1953377,-6.2094746,-1.6886812,-8.6943035,-2.5130563,-11.337748,0.18536277,-7.2900896,-7.505965,country
36396,1468.4574661840365,3212.660645664153,-164.78546,123.44315,4.22473,48.800877,-5.153331,22.848055,-7.809706,19.28812,-11.021053,21.256647,-9.741074,5.161778,-6.143532,5.4232335,-9.920733,3.9091344,-7.3305383,1.3860341,-8.843821,-3.7325783,country
57704,2387.972038530552,5391.869097574681,-101.28794,84.11575,7.7757306,30.37274,13.849443,11.625496,-0.11909637,-4.9368935,-2.364723,-1.968338,-8.188103,2.8200758,0.54014146,-6.7938085,-4.3162775,-4.5806985,-9.840426,-5.6853867,-10.406918,-7.512468,country
39467,1436.111663789828,2924.4271475311775,-148.53708,141.28717,-15.904905,44.664753,0.9870618,13.670254,-13.241115,12.6545315,-11.70802,12.162337,-10.482789,9.917888,-5.0692515,1.3543675,-0.55959547,2.864251,-8.09396,2.1128888,-2.4824815,-4.4323597,country
79068,2614.344099819735,5435.626631380511,-153.86862,83.66915,-8.426157,13.954346,13.531212,3.7665932,3.009783,6.355866,2.077902,2.068881,3.1684866,-0.48438066,-3.0256162,-4.5300026,-5.0442257,-4.920896,-6.1262865,-1.6721008,0.45192307,-1.5518769,country
39884,1654.4094241284452,3907.9599473426624,-175.00964,115.713554,5.100794,58.16809,-3.3074555,29.656008,-10.033723,19.659372,-16.311836,13.744991,-8.834571,7.2225156,-8.883326,4.751006,-11.4880905,0.92021465,-8.160396,1.1886195,-7.9795494,-5.659297,country
67811,2166.605874060237,4793.95216656395,-94.152916,109.18758,-11.8546715,41.57272,-19.482601,23.833263,-19.930464,20.372795,-17.291353,16.56533,-10.201443,9.38751,-10.049829,7.798575,-15.0875025,3.2730067,-10.460257,7.5392833,-5.544067,2.2245817,country
62448,1958.9864228333956,4208.1924190654,-116.19743,111.754,-5.2453566,33.98964,-12.460974,4.2414293,-14.408441,8.494256,-8.198441,-1.3370374,-12.551117,-5.0011096,-2.139346,-1.8339946,-8.265982,-3.0184085,-5.478927,-2.9580772,-2.642764,-3.3766387,country
56294,2068.6621261910536,4232.98974269504,-173.44347,105.07096,1.1555926,24.1155,22.134285,2.5480733,-1.5893732,0.16644405,-5.3277473,3.8132274,-4.5264587,-4.5881543,-1.5657426,-2.2591255,-3.8538098,-6.4594007,-7.466829,-5.533458,-2.193058,-2.4577627,country
54606,1738.8802792815318,3424.7701905996228,-200.06026,109.140465,-5.542463,48.140514,1.2196505,4.592618,-9.150064,-1.4768001,-11.666414,-5.2047043,-11.545386,4.9804325,-4.9844666,-6.0547013,-0.68546844,-8.531242,-8.462758,-7.9394193,-7.6054854,-0.38997787,country
47148,1534.0502230522666,3117.7596727269433,-207.24358,130.93799,-18.50727,33.30124,-3.9344985,15.381376,-6.393797,2.9486027,-16.781153,7.0790563,-8.595193,4.7997184,-12.249361,-1.0135845,-4.5457964,-6.0678244,-5.5366726,-2.3692818,-6.538889,-5.8997445,country
42341,1470.219043159776,2967.8432809781034,-171.32309,137.33298,7.9547596,28.53364,2.6904233,-0.503265,-2.9567091,-1.148197,-6.152582,-2.397033,-5.854901,-2.1742196,-5.3409767,-2.7799237,-1.5689759,1.2956558,-3.4121354,-0.90382946,2.6215575,-0.09373203,country
46217,1548.9063872294403,3289.384131199246,-167.00668,132.4709,-17.308983,46.921646,-3.6383252,20.937962,-8.8259325,8.533768,-15.142039,8.106652,-16.94435,6.661936,-10.934709,1.1028379,-6.292039,-3.63586,-7.384877,-2.1708188,-3.835291,-9.659088,country
54525,1711.3330129255437,3556.5090949463456,-96.24628,131.92442,-26.341778,35.975468,-22.810158,14.495446,-11.845881,11.814582,-21.22422,11.547977,-12.930905,7.1881933,-13.941332,2.9535449,-5.0283113,1.5337492,-4.391591,2.5518253,-5.360049,-5.971147,country
32196,1397.8552410654052,3101.2558797672564,-186.33115,135.86916,5.9504013,45.837704,-5.776936,22.777603,-12.992677,17.125881,-13.76287,9.738707,-8.365436,6.6548285,-9.0857115,5.422782,-6.856298,1.5570385,-8.555395,5.446114,-4.3698983,-4.716567,country
67921,2174.1604933689496,4348.07370779315,-57.75979,95.76648,-10.109319,40.979637,13.979035,-0.9898583,-0.18847127,7.4250774,-3.6333375,9.54514,-2.9410646,2.4362514,1.9947803,-1.2870498,1.3565394,4.4236846,-6.5204806,-0.034598526,-1.4115794,-3.0789082,country
44709,1557.7510486716924,3220.9541763341067,-124.79657,127.310844,-23.381496,47.375706,0.5761373,16.011381,-9.977922,16.199665,-16.736052,6.7884483,-8.195151,3.2016318,-1.5992866,-2.1537287,-3.530986,2.214425,-1.4061264,-1.6857991,-1.0267595,-2.6280158,country
104220,3191.2596103538226,6926.771206325955,12.145776,58.997505,0.9395955,26.743252,9.245794,3.5632026,1.5272027,8.654258,1.0029398,11.647983,-2.1983073,1.1939831,0.48530078,4.412521,-0.18384135,3.0693946,-1.1723117,4.571084,0.887728,1.2992412,country
39906,1426.020748265391,2880.8278236477668,-210.10045,139.62177,-17.025503,57.99346,-9.658052,-1.9567308,-17.993433,-8.213175,-11.769385,-7.876312,0.62425053,-9.962924,-6.469421,-3.841488,-12.046905,0.32404712,-8.042443,-6.8062153,-1.8404865,-5.930669,country
62762,1934.7410485390474,4048.308802204176,-99.33054,117.57579,-29.873356,40.84807,-15.25619,27.988762,-11.962531,13.341765,-11.372493,10.539091,-8.746651,8.420694,-6.8370347,0.44689465,-5.3098555,1.6531308,-7.3515162,0.52297884,-1.4633934,-5.9213367,country
50226,1599.9112025699949,3006.7296145410382,-110.04325,134.77678,-24.017368,19.40414,-4.402763,-4.810312,-7.802365,-0.39133033,-5.4069877,-2.9562922,0.7801952,-4.774832,-0.17851046,-1.6923544,-2.4074452,-1.964049,-6.936481,-4.072655,-1.9575318,-5.788808,country
62357,1784.038731098896,3556.0594456931553,-165.54424,117.90447,-33.605473,42.598927,-1.3801006,3.827964,7.1669636,-7.171045,-1.6472125,0.8621201,-12.5100975,2.884921,-12.365843,-1.3205844,-6.628704,-8.863541,-5.122061,-8.087145,-4.263749,-0.15570068,country
45914,1596.319234762815,3291.640704303219,-146.03406,124.633896,-17.923777,49.24625,-0.16373017,22.78391,-7.1801314,16.748547,-9.71323,15.436437,-7.632503,10.915412,-3.4583306,5.4289284,-4.934321,5.1209855,-8.048678,2.6393735,-1.8593752,-3.4213555,country
74790,2898.7873676124145,6400.052966421972,-20.81746,64.90752,6.7671013,26.357126,11.665423,13.185629,-1.9791067,8.582197,0.4728953,7.441096,-0.41490942,6.945586,3.660607,2.0337164,0.65020806,4.3827734,-2.802764,2.975754,-1.840282,-2.3632526,country
80304,2860.0275830474784,6246.1527176080335,-118.0589,74.18071,8.265662,15.447167,6.1578817,8.441981,4.111674,5.726584,-1.9592637,3.1633985,5.048196,-1.1217973,2.437973,-1.4263781,-4.7327013,-6.3664823,-5.7418704,-6.2653623,-4.5188313,-1.0050513,country
50013,1741.8884862990076,3791.309273491879,-137.86005,121.520035,-13.279323,43.328953,-10.695389,17.859848,-7.950051,9.101156,-19.791092,9.442091,-19.604746,6.9056215,-12.5497055,-0.7610515,-9.155741,1.4590724,-8.294414,-3.7427933,-6.868958,-0.4740181,country
44068,1321.615852681687,2589.8631226435614,-183.98438,159.79948,-23.137691,43.02262,-9.470626,8.825906,-1.65586,4.349173,-13.371262,0.83122224,-13.96949,1.4447742,-7.3807516,0.611562,-3.391394,-3.5919597,-9.069878,-3.1678317,-4.0732465,-7.056792,country
39796,1511.6824072378731,3237.6494865683003,-217.81781,128.37343,-7.5112424,39.2846,-2.5414019,18.173687,-15.148812,16.760803,-15.247553,4.8962364,-6.500653,2.9013946,-11.492002,-0.10292538,-10.617553,2.2566466,-9.159388,6.8608017,6.236822,3.3703074,country
73042,2839.258428843846,6047.924011655307,-199.05687,61.1464,9.977331,23.48061,10.260273,0.0013764773,8.017387,1.1231515,-4.8983784,9.487702,-6.3569746,3.875742,1.6276604,-1.3460345,2.6078076,-3.587762,1.9701421,2.5379186,1.036169,-0.9794807,country
65614,1927.52511688479,3883.6122729662125,-91.654945,115.8513,-30.201815,52.284874,-5.0187893,16.961174,-15.656676,13.546172,-12.756255,15.970038,-11.9657,11.068041,-9.953225,2.1009073,-7.821986,5.040983,-7.2945685,3.0502584,-4.4412885,-2.232115,country
88999,2530.499843687951,5070.286613163428,-101.19267,85.44992,-19.70174,20.570631,9.992322,7.598467,0.10015661,3.40321,0.056307506,1.5763917,-1.4527315,-1.2911733,2.1356745,-4.789595,-0.3090058,-0.43619627,-4.8902736,-2.98759,1.0863554,-1.45904,country
82710,2952.9885812414304,6570.3581559962295,-124.6224,72.49065,16.715553,18.250063,12.224811,8.094714,7.9860826,-0.5102592,2.3697214,-0.5687946,-5.5688143,0.5433139,-5.0568647,-1.1623458,-3.5811627,-3.6917098,-0.17290588,-0.6430836,-4.141272,-3.9908793,country
53775,1881.220509700019,4111.442888087297,-82.9455,122.53113,-16.672253,40.01724,-15.014211,21.675644,-18.251837,18.362713,-17.989063,16.989252,-16.042936,8.533768,-8.709853,10.766406,-4.6239805,7.2427526,-7.6007824,5.2961807,-5.509711,-0.18257076,country
71732,2157.4833628790802,4478.689752211427,-42.18055,106.26461,-24.218506,44.67555,-12.344403,20.534286,-16.052776,18.492975,-18.786243,15.519278,-15.459702,8.954699,-9.982072,6.930359,-8.807148,4.5700974,-9.049452,1.062708,-6.450736,-0.9850297,country
85945,2807.9125120225444,6023.044502707776,-23.201925,71.15687,1.576013,24.438925,16.31995,4.5767665,-3.8856642,17.993046,-3.3505049,2.4355407,2.9157152,0.81521153,-1.1092838,0.10907396,-3.3491633,0.18941283,-1.2112297,-1.5178907,-2.7241652,-2.1066608,country
25623,894.5392326361108,1639.8291921947505,-250.85716,163.07423,-3.874575,30.153006,5.589061,7.5009403,4.0263863,-2.1164129,-5.477513,-1.062121,-9.981778,1.8189913,-8.753831,-7.0452027,-4.219442,-8.841708,-7.406696,-3.300366,-5.1424317,-9.970611,country
63198,2053.1842219018267,4094.547733740574,-130.48167,104.1242,-19.271059,34.147877,5.397541,-2.171723,-0.72804534,-2.9078915,-5.4620857,4.069365,-4.4698324,3.5257306,2.148122,0.19073835,2.678066,-3.091217,-3.1905007,1.667638,-0.68600965,-4.3751063,country
69507,2505.851670683388,5480.083979104424,-19.763226,76.64638,-4.826523,32.23872,7.710495,17.18376,-1.4951016,9.149327,2.7572665,9.145537,-2.6543097,7.5196233,0.38755083,4.9685216,2.840625,1.9047852,2.4618192,6.3932567,-3.353888,6.306531,country
40478,1327.7101967128094,2755.833658098898,-217.11801,136.18945,-10.36323,51.37767,2.5987258,15.119397,-0.6796688,12.281108,-6.2290382,7.803085,-5.4126134,3.6122782,-2.7987618,-0.34982872,-0.5604938,0.3626776,-2.2479203,-2.495412,4.1853766,0.34537798,country
85826,2811.872177811303,6061.51341130728,-126.20302,77.6602,3.1578352,19.944595,10.8167715,0.7296955,5.22846,-0.49303117,-0.995941,5.39514,-3.7251055,-3.493331,-5.336726,0.28801122,-2.0074854,0.8424076,0.3352384,-1.1135596,-4.39304,-2.6176634,country
84183,2938.131304280134,6279.551664914443,-7.9727893,62.724636,-1.4591703,28.109985,9.967061,9.363964,5.415904,9.82543,3.0275455,8.420948,0.31071305,6.540354,0.73737174,-1.7740419,0.8462877,2.981266,-2.765956,2.8227568,-1.7402849,0.97251654,country
37952,1565.1556633857267,3188.704332674739,-200.6344,119.69184,-3.590749,31.953747,9.979258,15.293263,0.64658105,0.23592433,-4.47019,-2.3123803,-5.261341,-2.4783907,-6.041272,-0.7928407,-4.6983566,-11.286766,-8.868494,-8.070287,-3.155758,0.33077034,country
41763,1474.7471730595228,3107.8590623187356,-104.32959,136.42427,-20.962717,52.845562,2.0186963,20.423431,-11.615843,17.667423,-15.739913,11.050941,-11.322823,3.6751559,-6.4964395,0.03981779,-2.0384965,2.1921754,-7.117952,1.847936,1.6751465,-1.4926871,country
64589,1754.3169301118066,3504.9992749419953,-69.83627,124.2077,-32.482372,47.6898,1.4008857,22.60084,-8.752852,21.427229,-15.660797,15.749121,-12.432543,9.573857,-9.047071,2.895844,-3.1919308,5.8264384,-5.6165805,4.1708198,0.118563786,-1.7212396,country
34792,1321.7634742426656,2584.125931246375,-205.06755,140.98952,-8.963087,36.968815,6.427648,14.869453,-4.316959,12.22562,-11.42915,11.855211,-7.889388,9.9110365,-2.3491373,4.485367,-5.0009093,3.145683,-4.5268893,2.6499436,-3.11499,-10.708285,country
44079,1729.7885873441894,3359.5210878589037,-162.78079,119.890144,-2.9078407,20.50893,27.810162,5.4901705,6.0408688,1.1912667,-3.696575,0.35227892,4.4168353,-0.41024774,2.4561372,2.1403532,-1.6048268,3.623599,-3.4616482,-2.560469,5.6417503,-3.6429384,country
82229,2966.157158766356,6349.4199392596265,-20.78135,62.950428,2.3044403,30.773718,6.973462,6.5058117,6.3236365,9.873086,3.435297,9.372202,-0.40415794,7.5194154,-0.98427397,4.0191503,-0.6624488,-0.061252076,-0.16676459,0.24374022,-5.4381933,1.8272818,country
33769,1138.9703748182449,2118.197709723028,-256.0997,163.07938,-22.860847,26.925726,15.294624,-3.5060468,4.2238126,-0.78757584,-9.461128,1.7529933,-4.4277167,-3.6453378,-4.2500973,-8.10834,-2.3792918,-5.1488204,-11.160197,-2.4134085,-0.54217404,-4.78059,country
76810,2109.4177307680015,3843.893255601073,-126.90665,103.49357,-31.897821,58.728836,-1.9615221,-3.1359189,-2.942937,0.3602379,-3.034348,-0.8273261,5.5868716,-10.137715,0.72898966,-1.6241796,-10.0569725,-5.2208104,-9.046826,-4.7467213,-1.0361559,-2.8451078,country
64504,2011.7251475824085,3907.7517763921114,-100.76679,106.98421,-27.158413,29.09983,5.039681,-5.423927,3.2426603,-5.179371,-5.118583,-0.8158501,-3.8342147,-2.7052553,-6.645412,-4.6659985,-5.6974974,-5.994116,-10.2211,-10.534869,-5.7335424,-7.296422,country
57499,2407.953176590958,5212.450718713747,-161.19606,74.76473,22.41922,46.01183,5.2807126,25.11344,-0.57611656,10.385748,-6.833753,5.0545835,-0.7702398,1.403467,-6.0123215,-4.014767,-4.793655,-2.8704047,-4.9927034,-3.6065133,-7.578406,-3.2216103,country
81943,2456.7182164160545,4914.87450832004,-133.27147,78.98,-5.6516805,35.54217,-7.5470138,7.928213,2.7289066,0.40225086,-1.144252,-1.1125528,-7.844962,-1.1714913,-4.8177476,-3.1375563,-5.038257,-1.090216,-0.9750226,-2.464431,1.1565145,-1.8438416,country
28389,1240.7101461693335,2413.3841176044084,-277.10757,128.25293,42.425163,37.693504,12.766559,9.593897,-5.988017,-7.539555,-8.03414,-4.9425426,-6.532016,-3.6276443,-7.2275634,-7.4517097,-1.5754973,1.3886026,3.0774214,2.5127244,-1.0510269,-2.747677,country
51868,1879.4371808250905,4031.4303015334976,-122.42891,111.49043,-13.700006,53.850517,-2.6792445,19.700176,-14.124148,13.753136,-14.027734,14.631098,-13.99324,9.227841,-10.554295,3.0150764,-8.303683,5.0866613,-9.63566,4.3253813,-5.681362,-1.660015,country
49046,1591.3106548663918,3162.97440318663,-170.8428,124.75503,-19.236622,39.212093,-3.7663841,15.302875,-12.9792,8.529965,-11.831754,11.324966,-13.776035,3.11416,-10.082476,2.9053104,-5.4852047,2.5340972,-9.193725,1.0816598,-3.573629,-6.710675,country
49746,2308.811438085481,5190.094610091744,-120.3052,79.22588,5.2293863,34.548218,16.506737,13.129608,6.3450894,9.962078,-2.0015073,6.810066,-6.352069,0.22815086,-6.8128085,1.6181564,-1.7821593,-0.69933623,-4.7783937,-0.28887245,-5.356374,-1.9686298,country
61625,1964.9561702834035,4059.433457801624,-80.23084,108.203285,-23.831284,52.62174,-6.4135385,15.064379,-17.638653,9.731315,-16.172585,8.9045315,-15.960602,8.001686,-10.708485,4.5626254,-4.965905,3.9872458,-9.806828,2.6839185,-8.187603,-5.2366786,country
